Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-03T00:00:00+02:00,32291,1412
Bayern,2020-05-03T00:00:00+02:00,42792,1910
Berlin,2020-05-03T00:00:00+02:00,5976,154
Brandenburg,2020-05-03T00:00:00+02:00,2905,122
Bremen,2020-05-03T00:00:00+02:00,875,30
Hamburg,2020-05-03T00:00:00+02:00,4631,164
Hessen,2020-05-03T00:00:00+02:00,8524,370
Mecklenburg-Vorpommern,2020-05-03T00:00:00+02:00,698,18
Niedersachsen,2020-05-03T00:00:00+02:00,10283,453
Nordrhein-Westfalen,2020-05-03T00:00:00+02:00,33428,1287
Rheinland-Pfalz,2020-05-03T00:00:00+02:00,6133,176
Saarland,2020-05-03T00:00:00+02:00,2605,138
Sachsen,2020-05-03T00:00:00+02:00,4696,165
Sachsen-Anhalt,2020-05-03T00:00:00+02:00,1576,44
Schleswig-Holstein,2020-05-03T00:00:00+02:00,2738,113
Thüringen,2020-05-03T00:00:00+02:00,2345,93
